,dataset,noise,model,agent_num,count
179,mmlu,punctuation_30,gemma-3-4b-it,25,100
180,mmlu,punctuation_50,Qwen3-4B,1,100
181,mmlu,punctuation_50,Qwen3-4B,5,100
182,mmlu,punctuation_50,Qwen3-4B,10,100
183,mmlu,punctuation_50,Qwen3-4B,15,100
184,mmlu,punctuation_50,Qwen3-4B,20,100
185,mmlu,punctuation_50,Qwen3-4B,25,100
186,mmlu,punctuation_50,gemma-3-4b-it,1,100
187,mmlu,punctuation_50,gemma-3-4b-it,5,100
188,mmlu,punctuation_50,gemma-3-4b-it,10,100
189,mmlu,punctuation_50,gemma-3-4b-it,15,100
190,mmlu,punctuation_50,gemma-3-4b-it,20,100
191,mmlu,punctuation_50,gemma-3-4b-it,25,100
192,mmlu,r2ata,Qwen3-4B,1,100
193,mmlu,r2ata,Qwen3-4B,5,75
194,mmlu,r2ata,gemma-3-4b-it,1,100
195,mmlu,r2ata,gemma-3-4b-it,5,100
196,mmlu,r2ata,gemma-3-4b-it,10,100
197,mmlu,r2ata,gemma-3-4b-it,15,100
198,mmlu,r2ata,gemma-3-4b-it,20,100
199,mmlu,r2ata,gemma-3-4b-it,25,100
200,mmlu,wikitypo,Qwen3-4B,1,100
201,mmlu,wikitypo,Qwen3-4B,5,100
202,mmlu,wikitypo,Qwen3-4B,10,100
203,mmlu,wikitypo,Qwen3-4B,15,100
204,mmlu,wikitypo,Qwen3-4B,20,100
205,mmlu,wikitypo,Qwen3-4B,25,100
206,mmlu,wikitypo,gemma-3-4b-it,1,100
207,mmlu,wikitypo,gemma-3-4b-it,5,100
208,mmlu,wikitypo,gemma-3-4b-it,10,100
209,mmlu,wikitypo,gemma-3-4b-it,15,100
210,mmlu,wikitypo,gemma-3-4b-it,20,100
211,mmlu,wikitypo,gemma-3-4b-it,25,100
212,multiarith,clean,Qwen3-4B,1,100
213,multiarith,clean,Qwen3-4B,5,100
214,multiarith,clean,Qwen3-4B,10,100
215,multiarith,clean,Qwen3-4B,15,100
216,multiarith,clean,Qwen3-4B,20,100
217,multiarith,clean,Qwen3-4B,25,100
218,multiarith,clean,gemma-3-4b-it,1,100
219,multiarith,clean,gemma-3-4b-it,5,100
220,multiarith,clean,gemma-3-4b-it,10,100
221,multiarith,clean,gemma-3-4b-it,15,100
222,multiarith,clean,gemma-3-4b-it,20,100
223,multiarith,clean,gemma-3-4b-it,25,100
224,multiarith,punctuation_10,Qwen3-4B,1,100
225,multiarith,punctuation_10,Qwen3-4B,5,100
226,multiarith,punctuation_10,Qwen3-4B,10,100
227,multiarith,punctuation_10,Qwen3-4B,15,100
228,multiarith,punctuation_10,Qwen3-4B,20,100
229,multiarith,punctuation_10,Qwen3-4B,25,100
230,multiarith,punctuation_10,gemma-3-4b-it,1,100
231,multiarith,punctuation_10,gemma-3-4b-it,5,100
232,multiarith,punctuation_10,gemma-3-4b-it,10,100
233,multiarith,punctuation_10,gemma-3-4b-it,15,100
234,multiarith,punctuation_10,gemma-3-4b-it,20,100
235,multiarith,punctuation_10,gemma-3-4b-it,25,100
236,multiarith,punctuation_30,Qwen3-4B,1,100
237,multiarith,punctuation_30,Qwen3-4B,5,100
238,multiarith,punctuation_30,Qwen3-4B,10,71
239,multiarith,punctuation_30,gemma-3-4b-it,1,100
240,multiarith,punctuation_30,gemma-3-4b-it,5,100
241,multiarith,punctuation_30,gemma-3-4b-it,10,100
242,multiarith,punctuation_30,gemma-3-4b-it,15,100
243,multiarith,punctuation_30,gemma-3-4b-it,20,100
244,multiarith,punctuation_30,gemma-3-4b-it,25,100
245,multiarith,punctuation_50,Qwen3-4B,1,100
246,multiarith,punctuation_50,Qwen3-4B,5,100
247,multiarith,punctuation_50,Qwen3-4B,10,100
248,multiarith,punctuation_50,Qwen3-4B,15,100
249,multiarith,punctuation_50,Qwen3-4B,20,100
250,multiarith,punctuation_50,Qwen3-4B,25,100
251,multiarith,punctuation_50,gemma-3-4b-it,1,100
252,multiarith,punctuation_50,gemma-3-4b-it,5,100
253,multiarith,punctuation_50,gemma-3-4b-it,10,100
254,multiarith,punctuation_50,gemma-3-4b-it,15,100
255,multiarith,punctuation_50,gemma-3-4b-it,20,100
256,multiarith,punctuation_50,gemma-3-4b-it,25,100
257,multiarith,r2ata,Qwen3-4B,1,100
258,multiarith,r2ata,Qwen3-4B,5,100
259,multiarith,r2ata,Qwen3-4B,10,100
260,multiarith,r2ata,Qwen3-4B,15,100
261,multiarith,r2ata,Qwen3-4B,20,100
262,multiarith,r2ata,Qwen3-4B,25,100
263,multiarith,r2ata,gemma-3-4b-it,1,100
264,multiarith,r2ata,gemma-3-4b-it,5,100
265,multiarith,r2ata,gemma-3-4b-it,10,100
266,multiarith,r2ata,gemma-3-4b-it,15,100
267,multiarith,r2ata,gemma-3-4b-it,20,100
268,multiarith,r2ata,gemma-3-4b-it,25,100
269,multiarith,wikitypo,Qwen3-4B,1,100
270,multiarith,wikitypo,Qwen3-4B,5,100
271,multiarith,wikitypo,Qwen3-4B,10,100
272,multiarith,wikitypo,Qwen3-4B,15,100
273,multiarith,wikitypo,Qwen3-4B,20,100
274,multiarith,wikitypo,Qwen3-4B,25,100
275,multiarith,wikitypo,gemma-3-4b-it,1,100
276,multiarith,wikitypo,gemma-3-4b-it,5,100
277,multiarith,wikitypo,gemma-3-4b-it,10,100
278,multiarith,wikitypo,gemma-3-4b-it,15,100
279,multiarith,wikitypo,gemma-3-4b-it,20,100
280,multiarith,wikitypo,gemma-3-4b-it,25,100
