,dataset,noise,model,agent_num,count
77,gsm,punctuation_30,Llama-3.1-8B-Instruct,25,1319
78,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,1,1319
79,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,5,1319
80,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,10,1319
81,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,15,1319
82,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,20,1319
83,gsm,punctuation_30,Mistral-7B-Instruct-v0.3,25,1319
84,gsm,punctuation_30,Qwen3-14B,1,1319
85,gsm,punctuation_30,Qwen3-14B,5,1319
86,gsm,punctuation_30,Qwen3-14B,10,1319
87,gsm,punctuation_30,Qwen3-14B,15,1319
88,gsm,punctuation_30,Qwen3-14B,20,1319
89,gsm,punctuation_30,Qwen3-14B,25,1319
90,gsm,punctuation_30,Qwen3-4B,1,1319
91,gsm,punctuation_30,Qwen3-4B,5,1319
92,gsm,punctuation_30,Qwen3-4B,10,1319
93,gsm,punctuation_30,Qwen3-4B,15,1319
94,gsm,punctuation_30,Qwen3-4B,20,1319
95,gsm,punctuation_30,Qwen3-4B,25,1319
96,gsm,punctuation_30,gemma-3-12b-it,1,1319
97,gsm,punctuation_30,gemma-3-12b-it,5,1319
98,gsm,punctuation_30,gemma-3-12b-it,10,1319
99,gsm,punctuation_30,gemma-3-12b-it,15,1319
100,gsm,punctuation_30,gemma-3-12b-it,20,1319
101,gsm,punctuation_30,gemma-3-12b-it,25,1319
102,gsm,punctuation_30,gemma-3-4b-it,1,1319
103,gsm,punctuation_30,gemma-3-4b-it,5,1319
104,gsm,punctuation_30,gemma-3-4b-it,10,1319
105,gsm,punctuation_30,gemma-3-4b-it,15,1319
106,gsm,punctuation_30,gemma-3-4b-it,20,1319
107,gsm,punctuation_30,gemma-3-4b-it,25,1319
108,gsm,punctuation_50,Llama-3.1-8B-Instruct,1,1319
109,gsm,punctuation_50,Llama-3.1-8B-Instruct,5,1319
110,gsm,punctuation_50,Llama-3.1-8B-Instruct,10,1319
111,gsm,punctuation_50,Llama-3.1-8B-Instruct,15,1319
112,gsm,punctuation_50,Llama-3.1-8B-Instruct,20,1319
113,gsm,punctuation_50,Llama-3.1-8B-Instruct,25,1319
114,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,1,1219
115,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,5,1219
116,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,10,1219
117,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,15,1219
118,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,20,1219
119,gsm,punctuation_50,Mistral-7B-Instruct-v0.3,25,1219
120,gsm,punctuation_50,Qwen3-14B,1,1319
121,gsm,punctuation_50,Qwen3-14B,5,1319
122,gsm,punctuation_50,Qwen3-14B,10,1319
123,gsm,punctuation_50,Qwen3-14B,15,1319
124,gsm,punctuation_50,Qwen3-14B,20,1319
125,gsm,punctuation_50,Qwen3-14B,25,1319
126,gsm,punctuation_50,Qwen3-4B,1,1319
127,gsm,punctuation_50,Qwen3-4B,5,1319
128,gsm,punctuation_50,Qwen3-4B,10,1319
129,gsm,punctuation_50,Qwen3-4B,15,1319
130,gsm,punctuation_50,Qwen3-4B,20,1319
131,gsm,punctuation_50,Qwen3-4B,25,1319
132,gsm,punctuation_50,gemma-3-12b-it,1,1319
133,gsm,punctuation_50,gemma-3-12b-it,5,1319
134,gsm,punctuation_50,gemma-3-12b-it,10,1319
135,gsm,punctuation_50,gemma-3-12b-it,15,1319
136,gsm,punctuation_50,gemma-3-12b-it,20,1319
137,gsm,punctuation_50,gemma-3-12b-it,25,1319
138,gsm,punctuation_50,gemma-3-4b-it,1,1319
139,gsm,punctuation_50,gemma-3-4b-it,5,1319
140,gsm,punctuation_50,gemma-3-4b-it,10,1319
141,gsm,punctuation_50,gemma-3-4b-it,15,1319
142,gsm,punctuation_50,gemma-3-4b-it,20,1319
143,gsm,punctuation_50,gemma-3-4b-it,25,1319
144,gsm,r2ata,Llama-3.1-8B-Instruct,1,1219
145,gsm,r2ata,Llama-3.1-8B-Instruct,5,1219
146,gsm,r2ata,Llama-3.1-8B-Instruct,10,1219
147,gsm,r2ata,Llama-3.1-8B-Instruct,15,1219
148,gsm,r2ata,Llama-3.1-8B-Instruct,20,1219
149,gsm,r2ata,Llama-3.1-8B-Instruct,25,1219
150,gsm,r2ata,Mistral-7B-Instruct-v0.3,1,1119
151,gsm,r2ata,Mistral-7B-Instruct-v0.3,5,1119
152,gsm,r2ata,Mistral-7B-Instruct-v0.3,10,1119
153,gsm,r2ata,Mistral-7B-Instruct-v0.3,15,1119
154,gsm,r2ata,Mistral-7B-Instruct-v0.3,20,1119
155,gsm,r2ata,Mistral-7B-Instruct-v0.3,25,1119
156,gsm,r2ata,Qwen3-14B,1,1319
157,gsm,r2ata,Qwen3-14B,5,1319
158,gsm,r2ata,Qwen3-14B,10,1319
159,gsm,r2ata,Qwen3-14B,15,1319
160,gsm,r2ata,Qwen3-14B,20,1319
161,gsm,r2ata,Qwen3-14B,25,1319
162,gsm,r2ata,Qwen3-4B,1,1219
163,gsm,r2ata,Qwen3-4B,5,1219
164,gsm,r2ata,Qwen3-4B,10,1219
165,gsm,r2ata,Qwen3-4B,15,1219
166,gsm,r2ata,Qwen3-4B,20,1219
167,gsm,r2ata,Qwen3-4B,25,1219
168,gsm,r2ata,gemma-3-12b-it,1,1319
169,gsm,r2ata,gemma-3-12b-it,5,1319
170,gsm,r2ata,gemma-3-12b-it,10,1319
171,gsm,r2ata,gemma-3-12b-it,15,1319
172,gsm,r2ata,gemma-3-12b-it,20,1319
173,gsm,r2ata,gemma-3-12b-it,25,1319
174,gsm,r2ata,gemma-3-4b-it,1,1319
175,gsm,r2ata,gemma-3-4b-it,5,1319
176,gsm,r2ata,gemma-3-4b-it,10,1319
177,gsm,r2ata,gemma-3-4b-it,15,1319
178,gsm,r2ata,gemma-3-4b-it,20,1319
179,gsm,r2ata,gemma-3-4b-it,25,1319
180,gsm,wikitypo,Llama-3.1-8B-Instruct,1,1319
181,gsm,wikitypo,Llama-3.1-8B-Instruct,5,1319
182,gsm,wikitypo,Llama-3.1-8B-Instruct,10,1319
183,gsm,wikitypo,Llama-3.1-8B-Instruct,15,1319
184,gsm,wikitypo,Llama-3.1-8B-Instruct,20,1319
185,gsm,wikitypo,Llama-3.1-8B-Instruct,25,1319
186,gsm,wikitypo,Mistral-7B-Instruct-v0.3,1,1219
187,gsm,wikitypo,Mistral-7B-Instruct-v0.3,5,1219
188,gsm,wikitypo,Mistral-7B-Instruct-v0.3,10,1219
189,gsm,wikitypo,Mistral-7B-Instruct-v0.3,15,1219
190,gsm,wikitypo,Mistral-7B-Instruct-v0.3,20,1219
191,gsm,wikitypo,Mistral-7B-Instruct-v0.3,25,1219
192,gsm,wikitypo,Qwen3-14B,1,1319
193,gsm,wikitypo,Qwen3-14B,5,1319
194,gsm,wikitypo,Qwen3-14B,10,1319
195,gsm,wikitypo,Qwen3-14B,15,1319
196,gsm,wikitypo,Qwen3-14B,20,1319
197,gsm,wikitypo,Qwen3-14B,25,1319
198,gsm,wikitypo,Qwen3-4B,1,1319
199,gsm,wikitypo,Qwen3-4B,5,1319
200,gsm,wikitypo,Qwen3-4B,10,1319
201,gsm,wikitypo,Qwen3-4B,15,1319
202,gsm,wikitypo,Qwen3-4B,20,1319
203,gsm,wikitypo,Qwen3-4B,25,1319
204,gsm,wikitypo,gemma-3-12b-it,1,1319
205,gsm,wikitypo,gemma-3-12b-it,5,1319
206,gsm,wikitypo,gemma-3-12b-it,10,1319
207,gsm,wikitypo,gemma-3-12b-it,15,1319
208,gsm,wikitypo,gemma-3-12b-it,20,1319
209,gsm,wikitypo,gemma-3-12b-it,25,1319
210,gsm,wikitypo,gemma-3-4b-it,1,1319
211,gsm,wikitypo,gemma-3-4b-it,5,1319
212,gsm,wikitypo,gemma-3-4b-it,10,1319
213,gsm,wikitypo,gemma-3-4b-it,15,1319
214,gsm,wikitypo,gemma-3-4b-it,20,1319
215,gsm,wikitypo,gemma-3-4b-it,25,1319
216,math,clean,Llama-3.1-8B-Instruct,1,100
217,math,clean,Llama-3.1-8B-Instruct,5,100
218,math,clean,Llama-3.1-8B-Instruct,10,100
219,math,clean,Llama-3.1-8B-Instruct,15,100
220,math,clean,Llama-3.1-8B-Instruct,20,100
221,math,clean,Llama-3.1-8B-Instruct,25,100
222,math,clean,Mistral-7B-Instruct-v0.3,1,100
223,math,clean,Mistral-7B-Instruct-v0.3,5,100
224,math,clean,Mistral-7B-Instruct-v0.3,10,100
225,math,clean,Mistral-7B-Instruct-v0.3,15,100
226,math,clean,Mistral-7B-Instruct-v0.3,20,100
227,math,clean,Mistral-7B-Instruct-v0.3,25,100
228,math,clean,Qwen3-14B,1,100
229,math,clean,Qwen3-14B,5,100
230,math,clean,Qwen3-14B,10,100
231,math,clean,Qwen3-14B,15,100
232,math,clean,Qwen3-14B,20,100
233,math,clean,Qwen3-14B,25,100
234,math,clean,Qwen3-4B,1,100
235,math,clean,Qwen3-4B,5,100
236,math,clean,Qwen3-4B,10,100
237,math,clean,Qwen3-4B,15,100
238,math,clean,Qwen3-4B,20,100
239,math,clean,Qwen3-4B,25,100
240,math,clean,gemma-3-12b-it,1,100
241,math,clean,gemma-3-12b-it,5,100
242,math,clean,gemma-3-12b-it,10,100
243,math,clean,gemma-3-12b-it,15,100
244,math,clean,gemma-3-12b-it,20,100
245,math,clean,gemma-3-12b-it,25,100
246,math,clean,gemma-3-4b-it,1,100
247,math,clean,gemma-3-4b-it,5,100
248,math,clean,gemma-3-4b-it,10,100
249,math,clean,gemma-3-4b-it,15,100
250,math,clean,gemma-3-4b-it,20,100
251,math,clean,gemma-3-4b-it,25,100
252,math,punctuation_10,Llama-3.1-8B-Instruct,1,100
253,math,punctuation_10,Llama-3.1-8B-Instruct,5,100
254,math,punctuation_10,Llama-3.1-8B-Instruct,10,100
255,math,punctuation_10,Llama-3.1-8B-Instruct,15,100
256,math,punctuation_10,Llama-3.1-8B-Instruct,20,100
257,math,punctuation_10,Llama-3.1-8B-Instruct,25,100
258,math,punctuation_10,Mistral-7B-Instruct-v0.3,1,100
259,math,punctuation_10,Mistral-7B-Instruct-v0.3,5,100
260,math,punctuation_10,Mistral-7B-Instruct-v0.3,10,100
261,math,punctuation_10,Mistral-7B-Instruct-v0.3,15,100
262,math,punctuation_10,Mistral-7B-Instruct-v0.3,20,100
263,math,punctuation_10,Mistral-7B-Instruct-v0.3,25,100
264,math,punctuation_10,Qwen3-14B,1,100
265,math,punctuation_10,Qwen3-14B,5,100
266,math,punctuation_10,Qwen3-14B,10,100
267,math,punctuation_10,Qwen3-14B,15,100
268,math,punctuation_10,Qwen3-14B,20,100
269,math,punctuation_10,Qwen3-14B,25,100
270,math,punctuation_10,Qwen3-4B,1,100
271,math,punctuation_10,Qwen3-4B,5,100
272,math,punctuation_10,Qwen3-4B,10,100
273,math,punctuation_10,Qwen3-4B,15,100
274,math,punctuation_10,Qwen3-4B,20,100
275,math,punctuation_10,Qwen3-4B,25,100
276,math,punctuation_10,gemma-3-12b-it,1,100
277,math,punctuation_10,gemma-3-12b-it,5,100
278,math,punctuation_10,gemma-3-12b-it,10,100
279,math,punctuation_10,gemma-3-12b-it,15,100
280,math,punctuation_10,gemma-3-12b-it,20,100
281,math,punctuation_10,gemma-3-12b-it,25,100
282,math,punctuation_10,gemma-3-4b-it,1,100
283,math,punctuation_10,gemma-3-4b-it,5,100
284,math,punctuation_10,gemma-3-4b-it,10,100
285,math,punctuation_10,gemma-3-4b-it,15,100
286,math,punctuation_10,gemma-3-4b-it,20,100
287,math,punctuation_10,gemma-3-4b-it,25,100
288,math,punctuation_30,Llama-3.1-8B-Instruct,1,100
289,math,punctuation_30,Llama-3.1-8B-Instruct,5,100
290,math,punctuation_30,Llama-3.1-8B-Instruct,10,100
291,math,punctuation_30,Llama-3.1-8B-Instruct,15,100
292,math,punctuation_30,Llama-3.1-8B-Instruct,20,100
293,math,punctuation_30,Llama-3.1-8B-Instruct,25,100
294,math,punctuation_30,Mistral-7B-Instruct-v0.3,1,100
295,math,punctuation_30,Mistral-7B-Instruct-v0.3,5,100
296,math,punctuation_30,Mistral-7B-Instruct-v0.3,10,100
297,math,punctuation_30,Mistral-7B-Instruct-v0.3,15,100
298,math,punctuation_30,Mistral-7B-Instruct-v0.3,20,100
299,math,punctuation_30,Mistral-7B-Instruct-v0.3,25,100
300,math,punctuation_30,Qwen3-14B,1,100
301,math,punctuation_30,Qwen3-14B,5,100
302,math,punctuation_30,Qwen3-14B,10,100
303,math,punctuation_30,Qwen3-14B,15,100
304,math,punctuation_30,Qwen3-14B,20,100
305,math,punctuation_30,Qwen3-14B,25,100
306,math,punctuation_30,Qwen3-4B,1,100
307,math,punctuation_30,Qwen3-4B,5,100
308,math,punctuation_30,Qwen3-4B,10,100
309,math,punctuation_30,Qwen3-4B,15,100
310,math,punctuation_30,Qwen3-4B,20,100
311,math,punctuation_30,Qwen3-4B,25,100
312,math,punctuation_30,gemma-3-12b-it,1,100
313,math,punctuation_30,gemma-3-12b-it,5,100
314,math,punctuation_30,gemma-3-12b-it,10,100
315,math,punctuation_30,gemma-3-12b-it,15,100
316,math,punctuation_30,gemma-3-12b-it,20,100
317,math,punctuation_30,gemma-3-12b-it,25,100
318,math,punctuation_30,gemma-3-4b-it,1,100
319,math,punctuation_30,gemma-3-4b-it,5,100
320,math,punctuation_30,gemma-3-4b-it,10,100
321,math,punctuation_30,gemma-3-4b-it,15,100
322,math,punctuation_30,gemma-3-4b-it,20,100
323,math,punctuation_30,gemma-3-4b-it,25,100
324,math,punctuation_50,Llama-3.1-8B-Instruct,1,100
325,math,punctuation_50,Llama-3.1-8B-Instruct,5,100
326,math,punctuation_50,Llama-3.1-8B-Instruct,10,100
327,math,punctuation_50,Llama-3.1-8B-Instruct,15,100
328,math,punctuation_50,Llama-3.1-8B-Instruct,20,100
329,math,punctuation_50,Llama-3.1-8B-Instruct,25,100
330,math,punctuation_50,Mistral-7B-Instruct-v0.3,1,100
331,math,punctuation_50,Mistral-7B-Instruct-v0.3,5,100
332,math,punctuation_50,Mistral-7B-Instruct-v0.3,10,100
333,math,punctuation_50,Mistral-7B-Instruct-v0.3,15,100
334,math,punctuation_50,Mistral-7B-Instruct-v0.3,20,100
335,math,punctuation_50,Mistral-7B-Instruct-v0.3,25,100
336,math,punctuation_50,Qwen3-14B,1,100
337,math,punctuation_50,Qwen3-14B,5,100
338,math,punctuation_50,Qwen3-14B,10,100
339,math,punctuation_50,Qwen3-14B,15,100
340,math,punctuation_50,Qwen3-14B,20,100
341,math,punctuation_50,Qwen3-14B,25,100
342,math,punctuation_50,Qwen3-4B,1,100
343,math,punctuation_50,Qwen3-4B,5,100
344,math,punctuation_50,Qwen3-4B,10,100
345,math,punctuation_50,Qwen3-4B,15,100
346,math,punctuation_50,Qwen3-4B,20,100
347,math,punctuation_50,Qwen3-4B,25,100
348,math,punctuation_50,gemma-3-12b-it,1,100
349,math,punctuation_50,gemma-3-12b-it,5,100
350,math,punctuation_50,gemma-3-12b-it,10,100
351,math,punctuation_50,gemma-3-12b-it,15,100
352,math,punctuation_50,gemma-3-12b-it,20,100
353,math,punctuation_50,gemma-3-12b-it,25,100
354,math,punctuation_50,gemma-3-4b-it,1,100
355,math,punctuation_50,gemma-3-4b-it,5,100
356,math,punctuation_50,gemma-3-4b-it,10,100
357,math,punctuation_50,gemma-3-4b-it,15,100
358,math,punctuation_50,gemma-3-4b-it,20,100
359,math,punctuation_50,gemma-3-4b-it,25,100
360,math,r2ata,Llama-3.1-8B-Instruct,1,100
361,math,r2ata,Llama-3.1-8B-Instruct,5,100
362,math,r2ata,Llama-3.1-8B-Instruct,10,100
363,math,r2ata,Llama-3.1-8B-Instruct,15,100
364,math,r2ata,Llama-3.1-8B-Instruct,20,100
365,math,r2ata,Llama-3.1-8B-Instruct,25,100
366,math,r2ata,Mistral-7B-Instruct-v0.3,1,100
367,math,r2ata,Mistral-7B-Instruct-v0.3,5,100
368,math,r2ata,Mistral-7B-Instruct-v0.3,10,100
369,math,r2ata,Mistral-7B-Instruct-v0.3,15,100
370,math,r2ata,Mistral-7B-Instruct-v0.3,20,100
371,math,r2ata,Mistral-7B-Instruct-v0.3,25,100
372,math,r2ata,Qwen3-14B,1,100
373,math,r2ata,Qwen3-14B,5,100
374,math,r2ata,Qwen3-14B,10,100
375,math,r2ata,Qwen3-14B,15,100
376,math,r2ata,Qwen3-14B,20,100
377,math,r2ata,Qwen3-14B,25,100
378,math,r2ata,Qwen3-4B,1,100
379,math,r2ata,Qwen3-4B,5,100
380,math,r2ata,Qwen3-4B,10,100
381,math,r2ata,Qwen3-4B,15,100
382,math,r2ata,Qwen3-4B,20,100
383,math,r2ata,Qwen3-4B,25,100
384,math,r2ata,gemma-3-12b-it,1,100
385,math,r2ata,gemma-3-12b-it,5,100
386,math,r2ata,gemma-3-12b-it,10,100
387,math,r2ata,gemma-3-12b-it,15,100
388,math,r2ata,gemma-3-12b-it,20,100
389,math,r2ata,gemma-3-12b-it,25,100
390,math,r2ata,gemma-3-4b-it,1,100
391,math,r2ata,gemma-3-4b-it,5,100
392,math,r2ata,gemma-3-4b-it,10,100
393,math,r2ata,gemma-3-4b-it,15,100
394,math,r2ata,gemma-3-4b-it,20,100
395,math,r2ata,gemma-3-4b-it,25,100
396,math,wikitypo,Llama-3.1-8B-Instruct,1,100
397,math,wikitypo,Llama-3.1-8B-Instruct,5,100
398,math,wikitypo,Llama-3.1-8B-Instruct,10,100
399,math,wikitypo,Llama-3.1-8B-Instruct,15,100
400,math,wikitypo,Llama-3.1-8B-Instruct,20,100
401,math,wikitypo,Llama-3.1-8B-Instruct,25,100
402,math,wikitypo,Mistral-7B-Instruct-v0.3,1,100
403,math,wikitypo,Mistral-7B-Instruct-v0.3,5,100
404,math,wikitypo,Mistral-7B-Instruct-v0.3,10,100
405,math,wikitypo,Mistral-7B-Instruct-v0.3,15,100
406,math,wikitypo,Mistral-7B-Instruct-v0.3,20,100
407,math,wikitypo,Mistral-7B-Instruct-v0.3,25,100
408,math,wikitypo,Qwen3-14B,1,100
409,math,wikitypo,Qwen3-14B,5,100
410,math,wikitypo,Qwen3-14B,10,100
411,math,wikitypo,Qwen3-14B,15,100
412,math,wikitypo,Qwen3-14B,20,100
413,math,wikitypo,Qwen3-14B,25,100
414,math,wikitypo,Qwen3-4B,1,100
415,math,wikitypo,Qwen3-4B,5,100
416,math,wikitypo,Qwen3-4B,10,100
417,math,wikitypo,Qwen3-4B,15,100
418,math,wikitypo,Qwen3-4B,20,100
419,math,wikitypo,Qwen3-4B,25,100
420,math,wikitypo,gemma-3-12b-it,1,100
421,math,wikitypo,gemma-3-12b-it,5,100
422,math,wikitypo,gemma-3-12b-it,10,100
423,math,wikitypo,gemma-3-12b-it,15,100
424,math,wikitypo,gemma-3-12b-it,20,100
425,math,wikitypo,gemma-3-12b-it,25,100
426,math,wikitypo,gemma-3-4b-it,1,100
427,math,wikitypo,gemma-3-4b-it,5,100
428,math,wikitypo,gemma-3-4b-it,10,100
429,math,wikitypo,gemma-3-4b-it,15,100
430,math,wikitypo,gemma-3-4b-it,20,100
431,math,wikitypo,gemma-3-4b-it,25,100
432,mmlu,clean,Llama-3.1-8B-Instruct,1,1059
433,mmlu,clean,Llama-3.1-8B-Instruct,5,1059
434,mmlu,clean,Llama-3.1-8B-Instruct,10,1059
435,mmlu,clean,Llama-3.1-8B-Instruct,15,1059
436,mmlu,clean,Llama-3.1-8B-Instruct,20,1059
437,mmlu,clean,Llama-3.1-8B-Instruct,25,1059
438,mmlu,clean,Mistral-7B-Instruct-v0.3,1,1059
439,mmlu,clean,Mistral-7B-Instruct-v0.3,5,1059
440,mmlu,clean,Mistral-7B-Instruct-v0.3,10,1059
441,mmlu,clean,Mistral-7B-Instruct-v0.3,15,1059
442,mmlu,clean,Mistral-7B-Instruct-v0.3,20,1059
443,mmlu,clean,Mistral-7B-Instruct-v0.3,25,1059
444,mmlu,clean,Qwen3-14B,1,1059
445,mmlu,clean,Qwen3-14B,5,1059
446,mmlu,clean,Qwen3-14B,10,1059
447,mmlu,clean,Qwen3-14B,15,1059
448,mmlu,clean,Qwen3-14B,20,1059
449,mmlu,clean,Qwen3-14B,25,1059
450,mmlu,clean,Qwen3-4B,1,1059
451,mmlu,clean,Qwen3-4B,5,1059
452,mmlu,clean,Qwen3-4B,10,1059
453,mmlu,clean,Qwen3-4B,15,1059
454,mmlu,clean,Qwen3-4B,20,1059
455,mmlu,clean,Qwen3-4B,25,1059
456,mmlu,clean,gemma-3-12b-it,1,1059
457,mmlu,clean,gemma-3-12b-it,5,1059
458,mmlu,clean,gemma-3-12b-it,10,1059
459,mmlu,clean,gemma-3-12b-it,15,1059
460,mmlu,clean,gemma-3-12b-it,20,1059
461,mmlu,clean,gemma-3-12b-it,25,1059
462,mmlu,clean,gemma-3-4b-it,1,1059
463,mmlu,clean,gemma-3-4b-it,5,1059
464,mmlu,clean,gemma-3-4b-it,10,1059
465,mmlu,clean,gemma-3-4b-it,15,1059
466,mmlu,clean,gemma-3-4b-it,20,1059
467,mmlu,clean,gemma-3-4b-it,25,1059
468,mmlu,punctuation_10,Llama-3.1-8B-Instruct,1,1059
469,mmlu,punctuation_10,Llama-3.1-8B-Instruct,5,1059
470,mmlu,punctuation_10,Llama-3.1-8B-Instruct,10,1059
471,mmlu,punctuation_10,Llama-3.1-8B-Instruct,15,1059
472,mmlu,punctuation_10,Llama-3.1-8B-Instruct,20,1059
473,mmlu,punctuation_10,Llama-3.1-8B-Instruct,25,1059
474,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,1,1059
475,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,5,1059
476,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,10,1059
477,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,15,1059
478,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,20,1059
479,mmlu,punctuation_10,Mistral-7B-Instruct-v0.3,25,1059
480,mmlu,punctuation_10,Qwen3-14B,1,1059
481,mmlu,punctuation_10,Qwen3-14B,5,1059
482,mmlu,punctuation_10,Qwen3-14B,10,1059
483,mmlu,punctuation_10,Qwen3-14B,15,1059
484,mmlu,punctuation_10,Qwen3-14B,20,1059
485,mmlu,punctuation_10,Qwen3-14B,25,1059
486,mmlu,punctuation_10,Qwen3-4B,1,1059
487,mmlu,punctuation_10,Qwen3-4B,5,1059
488,mmlu,punctuation_10,Qwen3-4B,10,1059
489,mmlu,punctuation_10,Qwen3-4B,15,1059
490,mmlu,punctuation_10,Qwen3-4B,20,1059
491,mmlu,punctuation_10,Qwen3-4B,25,1059
492,mmlu,punctuation_10,gemma-3-12b-it,1,1059
493,mmlu,punctuation_10,gemma-3-12b-it,5,1059
494,mmlu,punctuation_10,gemma-3-12b-it,10,1059
495,mmlu,punctuation_10,gemma-3-12b-it,15,1059
496,mmlu,punctuation_10,gemma-3-12b-it,20,1059
497,mmlu,punctuation_10,gemma-3-12b-it,25,1059
498,mmlu,punctuation_10,gemma-3-4b-it,1,1059
499,mmlu,punctuation_10,gemma-3-4b-it,5,1059
