state,ground_truth,final_answer,completions_0,completions_1,completions_2,completions_3,completions_4,answers_0,answers_1,answers_2,answers_3,answers_4,total_prompt_tokens,total_completion_tokens
"Can you solve the following math problem? Farmer Brown's Farms as 200 acres, Rand Farmer Smith's Farms as 100 acres more then twice that. How may acres dos Then to Farm have, together? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",700.0,700.0,[],[],[],[],[],700,700,700,700,700,1975,4289
"Can you solve the following math problem? Colby works por a manufacturing company im Then packaging division. be gets paid $0.20 por every package The completes. in The completes 10 less then 50 packages por hour, how much money, im dollars, does The earn im a typical eight-hour workday? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",64.0,64.0,[],[],[],[],[],64,64,64,64,64,2425,6863
"Can you solve the following math problem? Jon drinks a bottle off water every half hour. A normal sudoku puzzle takes hip 45 minutes. en extreme sudoku takes 4 time what long. How may bottles off water does The drunk im what time? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",6.0,6.0,[],[],[],[],[],360,6,6,6,6,2050,4624
"Can you solve the following math problem? Benny threw bologna nat hip balloons. be threw to pieces off bologna nat each red balloon Rand three pieces off bologna nat each yellow balloon. in Benny threw 58 pieces off bologna nat a bundle off red Rand yellow balloons, Rand twenty off Then balloons where red, than how may off Then balloons im Then bundle where yellow? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",6.0,6.0,[],[],[],[],[],6,6,6,6,6,2700,8522
"Can you solve the following math problem? Jon's cars needs a tune-up every 1000 miles. be drives 100 mile a days por a 30 days month. How may tune-ups does The need im what time? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",3.0,3.0,[],[],[],[],[],1,3,3,3,3,2125,4283
"Can you solve the following math problem? Bruce works por 5 hours son Tuesday. an Wednesday The works twice Then timer The works son Tuesday. an Thursday The works 2 hours less then Then timer The works son Wednesday. How may hours does Bruce York im alle those three days? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",23.0,23.0,[],[],[],[],[],23,23,23,23,23,2200,4121
"Can you solve the following math problem? Julia Rand narine where given Then some amount off allowance My their mother. Then to girls decided lo combine their allowance lo surprise their father son hip birthday. then bought a cake which cost $11. then also bought 1 dozen balloons which where sold por $0.5 por 2 balloons. Then remaining money las uses lo buy 2 tubs off ice cream por $7 each. How much oid Julia Rand Nadine's mother give each ones off them? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",14.0,14.0,[],[],[],[],[],14,14,14,14,14,3325,13307
"Can you solve the following math problem? Kira bought 3 apples, 5 bananas Rand 6 oranges nat Then grocery store. Lola ate 2 pieces off Then fruit. How may pieces area left? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",12.0,12.0,[],[],[],[],[],12,12,12,12,12,1800,3161
"Can you solve the following math problem? where area 6 students playing tennis Rand twice what number playing volleyball. where area 16 boys Rand 22 girls playing soccer. in each students only participates im ones group, how may students area where im total? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",56.0,47.0,[],[],[],[],[],47,47,47,47,47,2100,8495
"Can you solve the following math problem? Jo raise money por their class fund, each off Then 30 students Fram ones class sold lollipops what costs $0.8 por lollypop. an average, each students sold 10 lollipops. in The bought Then lollipops por $0.5 each, how much money las Then class able lo raise Fram Then profit off selling lollipops? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",90.0,90.0,[],[],[],[],[],90,90,90,90,90,2925,5774
"Can you solve the following math problem? Larry loves taking are off animals. be ha 3 cats. be ha 3 time las may dogs las cats. be ha 2 fewer rabbits then dogs. be ha a fish tank Width three time Then number off fish las rabbits. be also ha a collections off gerbils that's 1/3 Then number off fish The has. How may pets does Larry have? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",47.0,47.0,[],[],[],[],[],47,47,47,47,47,2925,5960
"Can you solve the following math problem? A loaf off bread ha 24 slices. in Abby An eat 2 slices a days while Josh An eat twice las much, how may day wild Then loaf off bread last? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",4.0,4.0,[],[],[],[],[],4,4,4,4,4,1900,3687
"Can you solve the following math problem? Martha ha seen collecting shells since The turned 5 year old, every months The collects ones shell. Be heir 10th birthday, how may shells wild Martha have collected? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",60.0,60.0,[],[],[],[],[],60,60,60,60,60,1875,3728
"Can you solve the following math problem? Lana as brewing cups off tea por heir friends. The ha 27 cups, Rand The divides those into 3 rows. It each row, The creates equal amounts off chamomile Rand mint tea cups. The than use Then remaining cups lo brew a total off 15 cups off cinnamon tea. How may cups off mint tea area im each row? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",2.0,2.0,[],[],[],[],[],2,2,2,2,4,2750,8729
"Can you solve the following math problem? A three-toed sloth moved very slowly, Rand only eats then The as mp im hip tree. or a meal off berries, in takes Then sloth 4 hours lo made Then trip Town Then tree, pick mp berries, Rand climb back mp into hip tree. Assuming The picks Then some number off berries son each trip, that as Then least number off berries The An pick mp por trip Town lo Then ground In The wants lo collect 24 berries im 8 hours? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",12.0,12.0,[],[],[],[],[],12,12,12,12,12,3400,19575
"Can you solve the following math problem? where area 10000 gallons off water im a pool. Using a water pump, Antony Rand hip father fill a tank Width half Then amount off water im Then pool. then uses water Fram Then tank lo water their vegetable garden. in Then tank as emptied nat a rated off 500 gallons off water por day, how may gallons off water wild by remaining im Then tank after 6 days? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",2000.0,2000.0,[],[],[],[],[],2000,2000,2000,14,2000,3075,6366
"Can you solve the following math problem? Colby loves going lo Then movies Rand every months hip parents give hip $150 lo spetd nat Then movies. Tickets por Fridays Rand Saturdays costs $10. Tickets por an others days costs $7. Popcorn cost $8 Rand boxes off candy costs $2. Its as Then las days off Then months Rand it's a Friday. be wants lo made sure The gets a popcorn Rand box off candy what night. How may movies An The see In The already saw 5 movies son a Friday por Saturday, 8 movies son others days, has 2 tubs off popcorn, Rand fours boxes off candy what month? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",1.0,15.0,[],[],[],[],[],14,17,15,15,1,4200,20612
"Can you solve the following math problem? Andrew bakes 200 mini cinnamon rolls Rand 300 mini blueberry muffins. A normal cinnamon roll ha 600 calories Rand a normal blueberry muffin ha 450 calories. in a mini pastry ha 1/3rd off Then calories off a normal version, how may calories dos Then pastries The baked have? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",85000.0,170000.0,[],[],[],[],[],170000,170000,170000,170000,170000,2700,8591
"Can you solve the following math problem? Rita hand-picks Junebugs offs off heir plant every summer. an Monday, The removed 39 Junebugs. an both Tuesday Rand Wednesday, The removed twice las may Junebugs las The oid son Monday. Thursday The removed 48 Rand son Friday The removed 57. whats as Then average number off Junebugs what The removes por day? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",60.0,44.4,[],[],[],[],[],44.4,44.4,44,44.4,42.4,2875,7059
"Can you solve the following math problem? A bus travels 60 mile por hours por 5 hours. A cars travels 30 mile por hours por 8 hours. How much farther oid Then bus do then Then car, im miles? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",60.0,60.0,[],[],[],[],[],60,60,60,60,60,2025,4568
"Can you solve the following math problem? When Sophie watches heir nephew, The gets but a variety off toys por him. Then bag off buildings blocks ha 31 blocks im it. Then jin off stuffed animal ha 8 stuffed animal inside. Then towers off stacking rings ha 9 multicolored rings son it. Sophie recently bought a tube off bouncy balls, bringing heir total number off toys por heir nephew mp lo 62. How may bouncy balls came im Then tube? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",14.0,14.0,[],[],[],[],[],14,14,14,14,14,3150,5358
"Can you solve the following math problem? Then combined aged off Peter, Paul Rand Jean as 100 year old. Find Then aged off Pete knowing what Paul as 10 year elder then Jon Rand what Peter’s aged as equal lo Then sum off Paul Rand John's age. Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",50.0,50.0,[],[],[],[],[],25,50,42,50,28,2275,32361
"Can you solve the following math problem? Mari invited 4 off heir friends over por a water balloon fight im Then backyard. As Then start off Then game, Mari gave each off heir friends 2 water balloons. The has ones water balloon por herself. the heir mom came but Rand gave each persons 3 more balloons. How may total balloons oid Then girls have? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",24.0,24.0,[],[],[],[],[],24,24,24,24,24,2625,6770
"Can you solve the following math problem? A charity group decides lo dos a yard sale. 10 people donate 5 boxes off stuff each. then also have 10 boxes off stuff already. then An fit 2 boxes worth off stuff por table. in The already on 15 tables, how may news tables dos The need? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",15.0,15.0,[],[],[],[],[],15,15,15,15,15,2525,4272
"Can you solve the following math problem? Zoey Rand Sídney area having a watermelon seed spitting contest. Whoever spits their seeds Then lost total distance wins. then each gets ones watermelon. Zoey's ha 40 seeds Rand The spits each ones 10 feet. Sydney's ha 35 The spits each ones 12 feet. whats as Then average total distance spat? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",410.0,410.0,[],[],[],[],[],407,410,413.33,410,410,2800,9068
"Can you solve the following math problem? Fern as trying lo decided between buying Then Widgeteer 3000, which make 60 widgets can hour, Rand Then WidgetMaster 9000, which make 45 widgets can hour. Each widget sells por $6. How much more money wild Fern made Fram Then Widgeteer 3000 vs. Then WidgetMaster 9000 In in runs 24 hours a days por a months Width 30 days? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",64800.0,64800.0,[],[],[],[],[],6480,64800,6480,64800,64800,3350,9810
"Can you solve the following math problem? A hotel im Then Philippines charges 1000 pesos por a 12-hour stays por 1600 pesos por a 24-hour stay. After 12 hours, visitors have Then option lo add 70 pesos por every additional hour. Cameron arrived nat 5 pm nat Then hotel Rand wants lo leave nat 10 at Then next morning. be decides lo do Width Then option off adding son 70 pesos por every hours after Then 12-hour mark instead off paying por 24 hours. How much money could Cameron save? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",250.0,250.0,[],[],[],[],[],250,250,250,250,250,3975,7908
"Can you solve the following math problem? Nate as feeding hip livestock hay. Each goat needs 5 pounds, Rand each sheep needs 3 pounds less then twice Then amount each goat needs. in where area 15 goats Rand 12 sheep, how may pounds off hay does Nate need? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",159.0,159.0,[],[],[],[],[],159,159,159,159,159,2275,6452
"Can you solve the following math problem? Jon earned 50 dollars can hours Rand worked 6 hours im Then week. in The spends 50 dollars son was Rand wants lo deposit 100 dollars im Then bank, how may 25 dollar pens An The buy after The buys 5 pencils what costs 10 dollars each? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",4.0,0.0,[],[],[],[],[],8,0,0,2,3,2550,10649
"Can you solve the following math problem? Craig Rand hip brother takes turns spelling but Then longest letter word The known Rand counting Then number off Then letters im These words. After then rounds, Craig ha spelled but 20 word Width 15 letters each. in Craig's brother ha spelled word Width a total count off letters 50 more then Craig, calculate Then total number off letters im Then word they've spelled after Then then rounds. Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",650.0,650.0,[],[],[],[],[],650,650,650,650,650,3050,12646
"Can you solve the following math problem? or Then children's days celebration, children area lo perform mass drills im Then presence off Then presidents off Then country. then stand 8 im a row Rand where area 7 rows each por 5 different Schools. How may children An where by im Then drill? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",280.0,56.0,[],[],[],[],[],35,56,56,56,40,2325,7191
"Can you solve the following math problem? where area 29 Pupil im a class. Then teacher ha 9 coupons; each coupon An by redeemed por 100 bottles off apple juice. Then teacher gives each students 2 bottles off apple juice lo drunk por lunch. After redeeming alle heir coupons Rand giving each students their apple juice lunch, how may bottles off apple juice does Then teacher have por herself? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",842.0,842.0,[],[],[],[],[],842,842,842,20,842,2850,7100
"Can you solve the following math problem? Patty's Plumbing charges $40 lo visit a houses lo made a repair, plus $35 por hour, por part thereof, por labor, plus parts. on job took 2.25 hours Rand uses $60 im parts. How much oid Patty charge? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",205.0,205.0,[],[],[],[],[],178.75,205,178.75,205,205,2400,4266
"Can you solve the following math problem? James gets 10 news CDs. Each UD costs $15. be gets the por 40% off. be decides The doesn't liked 5 off the Rand sells the por 40. How much money las The out? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",50.0,60.0,[],[],[],[],[],123,60,63,60,60,2250,9818
"Can you solve the following math problem? Jen as planning lo sell heir root crops. The ha 6 yams which An by sold nat $1.5 each, 10 sweet potatoes what costs $2 each, Rand 4 carrots which costs $1.25 each. in The sells everything, how much wild The earn? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",34.0,34.0,[],[],[],[],[],34,34,34,34,34,2500,4643
"Can you solve the following math problem? James loves lo do swimming Rand ha lo swim across a 20-mile lake. be An swim nat a pace off 2 mile por hour. be swims 60% off Then distance. After that, The stop son can island Rand rests por half las lang las Then swimming time. be than finishes Then remaining distance while going half Then speed. How lang oid in takes hip lo gets across Then lake? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",17.0,17.0,[],[],[],[],[],17,17,17,17,17,3075,9893
"Can you solve the following math problem? A bakery ha 40 less then seven time las may loaves off bread las Sâm has las Friday. in Sâm has seventy loaves off bread las Friday, how may loaves off bread does Then bakery have? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",450.0,450.0,[],[],[],[],[],450,450,450,450,450,2050,4704
"Can you solve the following math problem? Jasmine's teacher gives stickers por reward. The las given 15 stickers por participating im class, out The loss 7 stickers during playtime. However, heir teacher gave heir another 5 stickers por helping heir classmates. How may stickers does The have nat Then end? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",13.0,13.0,[],[],[],[],[],13,13,13,13,13,2350,2823
"Can you solve the following math problem? Cayley markets various newspapers lo gets a commission son each copy sold. be gets a 10% commission son each copy off Then news work Times Rand can 8% commission son each off Then Wall Street Journal. How much commission wild The earn im total Fram Then sales off 6 copies off Then news work Times Rand 10 copies off Wall Street Journal In each cost $5 Rand $15 respectively? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",15.0,15.0,[],[],[],[],[],16.80,15,15,15,15,3075,8107
"Can you solve the following math problem? Marcus as half off Leo’s aged Rand five year younger then Deanna. Deanna as 26. How sold as Leo? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",42.0,42.0,[],[],[],[],[],42,42,42,42,42,1675,3631
"Can you solve the following math problem? Bahati, Azibo, Rand Dinar each contributed lo their team's 45 points. Bahati score Then lost points Rand in las 20 more then Azibo score Rand 10 more points then Dinar scored. How may points oid Azibo score? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",5.0,5.0,[],[],[],[],[],3,5,5,0,4,2400,31095
"Can you solve the following math problem? Then books as printed son papers that, then stacked, as 100 page lo Then inch. Each papers as printed son both sides, Width ones pages off Then books printed son each side. How may page area im Then book, In in as 1.5 inches thick? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",300.0,93.5,[],[],[],[],[],93.5,9350,300,18700,28050,2425,11405
"Can you solve the following math problem? Vince An staple 30 reports every 15 minutes. in The las stapling reports Fram 8:00 at until 11:00 PM, how may reports oid The staple altogether? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",360.0,360.0,[],[],[],[],[],360,360,360,360,360,2050,4912
"Can you solve the following math problem? Kil sleepwalks, lo monitor heir sleeping hours, The installs a camera im heir room. Kil usually goes lo sleep nat 10 p.m. Rand wakes mp nat 6 a.m. The as a sleepwalker. on day, after reviewing Then cameras, The finds what The woke mp what days Rand las sleepwalking Fram 2:15 lo 2:38 am. Also, what days The woke mp 5 minutes earlier then usual lo do lo Then bathroom. How may minutes oid The sleep son heir be what day? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",452.0,452.0,[],[],[],[],[],452,457,28,452,452,3800,9194
"Can you solve the following math problem? Jonathan ha 2/3 las may measuring spoons las measuring cups. in The ha to dozen cups Rand gifts Pedro 6 measuring spoons por hip birthday, calculate Then total number off utensils Jonathan ha remaining. Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",34.0,14.0,[],[],[],[],[],14,14,24,14,14,2000,10408
"Can you solve the following math problem? A hospital ha a capacity off 1000 beds Width 1/5 occupied. Due lo Then coronavirus outbreak, 50 patients area admitted into Then hospital each day. Calculate Then total number off unoccupied beds im Then hospital after 2 weeks. Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",100.0,100.0,[],[],[],[],[],100,100,100,100,100,2275,6884
"Can you solve the following math problem? Robyn sends sixteen emails a day. Seven area York emails, Rand two-thirds off Then remainder area lo family. One-third off Then others emails area lo heir boyfriend. How may emails a days does The sent lo heir boyfriend? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",1.0,1.0,[],[],[],[],[],3,1,1,1,1,2150,8018
"Can you solve the following math problem? Shawna's father as five time las sold las Shawna. Shawna as currently three time las sold las Aliya. in Aliya as 3 year old, how sold as Shawna's father? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",45.0,45.0,[],[],[],[],[],39,45,54,45,45,2075,13932
"Can you solve the following math problem? Courtney attended a concert Rand reported what Then audience las 48 im number. However, Kelly went lo Then some concert Rand said what Courtney has made Then mistake off overstating Then number off people im attendancë My 20%. in Kelly las right, how may people really attended Then concert? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",40.0,40.0,[],[],[],[],[],400,40,40,40,40,2525,14665
"Can you solve the following math problem? Coach bought ones bag filled Width basketballs lo practice Rand dumped the alle but onto Then gym floor before practice began. After Then practice timer las over, The asked Jordan, Jason, Rand Jeffrey lo pick mp Then balls Rand carry the over lo Then bag. Then three boys picked mp Rand carried alle off Then balls im ones trip. Jordan carried twice las may balls las Jason, Rand Jayson carried twice las may balls las Jeffrey. in Jayson has picked mp Rand carried 2 balls, that as Then total number off balls what Then coach bought lo practice? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",7.0,72.0,[],[],[],[],[],72,24,6,14,12,3775,33766
"Can you solve the following math problem? A Pirates crew as digging por buried treasure son Then island marked X son a map. then dug then holes Then first day, thirteen holes Then second day, Rand eight holes Then third day. then stopped digging early son Then third days lo fill im to holes Then pirates kept falling in. an Then fourth days off digging, The unearthed a treasure chest full off gold, jewels, Rand can ages hat. Then island has fours time las may holes My than las in oid nat Then En off Then first day. How may holes oid Then pirates dig son Then fourth days before finding Then treasure? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",11.0,52.0,[],[],[],[],[],52,34,52,52,73,3900,11319
"Can you solve the following math problem? Amora, Lainey, Rand Collins wanted lo shared corn chips equally out than realized only to people could gets can equal amount off corn chips, while Then others persons could receives 15 more corn chips then Then number Then other got. in Amora Rand Lainey go 70 corn chips each, how may corn chips where where altogether? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",225.0,740.0,[],[],[],[],[],740,828,210,0,225,2725,35083
"Can you solve the following math problem? Jen decides lo travel lo 3 different countries. be ha lo play $400 por Then supplies The needs, im total. Then tickets por travel cost, im total, 50% more then Then supplies. How much does travel cost? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",1000.0,600.0,[],[],[],[],[],600,600,600,600,750,2250,9005
"Can you solve the following math problem? Alex, Stan, Rand Adelwolfe area trying lo catch the all, Pokemon what is. Together The have caught 339 Pokemon. Álex ha caught 5 more then Stan, Rand Stan ha caught 13 less then 4 time las may las Adelwolfe ha caught. How may Pokemon ha Stan caught? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",147.0,147.0,[],[],[],[],[],147,147,147,147,6,2650,12669
"Can you solve the following math problem? Jon just started watching a news show. Each episodes as 20 minutes long, Rand where area half las may episode im total las where area minutes por episode. How may minutes wild Jon spetd watching Then shown In The watches every episode? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",200.0,10.0,[],[],[],[],[],10,40,140,20,30,2225,11272
"Can you solve the following math problem? A birds decides lo leave heir summer home im Then north Rand travel lo heir winter home im Then south. Jo made Then journey, Then birds leaves heir home flying im a southerly direction por 10 hours nat a speed off 30 mile por hour. Then, Then birds turns direction Rand flies toward Then north por 2 hours area a speed off 18 mile por hour. Finally, Then birds change direction Rand flies towards Then south por 5 hours nat a speed off 22 mile por hours before landing nat heir southern home. whats as Then distance, im miles, between Then bird's northern Rand Then southern homes? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",374.0,374.0,[],[],[],[],[],374,374,374,374,520,4225,11660
"Can you solve the following math problem? Greta wanted brownies por heir birthday. The made a batch por herself; ones dozen cream cheese swirl brownies. As heir office, The threw heir a party Rand sent heir home Width 1/2 a dozen brownies. When The arrived home, heir friends where where lo throw heir a surprise party Rand has 4 dozen brownies waiting. During Then party, 1 1/2 dozen brownies where eaten. How may individual brownies oid Greta have left over Fram Then entire day? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",48.0,42.0,[],[],[],[],[],42,48,42,48,36,3350,6214
"Can you solve the following math problem? Nani as 8 year old. him brother as twice hip age. Nani's sister as 25% younger then him. whats as Then total aged off alle three off Then family members? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",30.0,30.0,[],[],[],[],[],30,30,30,30,30,2025,4512
"Can you solve the following math problem? Andy works im Then pro shop off a tennis resort. be ha 12 racquets what need restringing. 3 off the area lo by strung Width synthetic gut, 5 off the wild by strung Width polyester string, Rand 4 off the wild by strung Width a hybrid yet (half synthetic gut, half polyester string). How lang wild in takes Andy lo string alle off These racquets In in takes hip can average off 15 minutes por hip lo string Width synthetic gut, 22 minutes lo string Width polyester string, Rand 18 minutes por hybrid sets? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",227.0,227.0,[],[],[],[],[],227,227,227,227,227,3925,5089
"Can you solve the following math problem? Jon decides lo buy news phones por him, hip 2 kids, Rand hip wife. Each phone after Then first 2 as half price. in Then phone price as $600 how much oid The play por the all? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",1800.0,1800.0,[],[],[],[],[],2100,1800,1800,1800,1800,2150,4791
"Can you solve the following math problem? Zeke's baseball team ha 7 more player then Carlton's. in Carlton's team ha 13 players, how may player area where im both team combined? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",33.0,33.0,[],[],[],[],[],33,33,33,33,33,1875,3594
"Can you solve the following math problem? Roberto as buildings a 15 foot long, 10 foot wide, rectangular wooden fence around hip garden. be needs 2 wood slats por every foot off fencing The builds. How may wooden slats wild The need? Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",100.0,100.0,[],[],[],[],[],100,100,100,100,100,2100,4006
